Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.893343925476	0	22.2666666667	12.2825983498	74.0	9.0	22.2666666667	12.2825983498	1002	1002
1.27028799057	1	22.0869565217	10.267775863	57.0	10.0	22.0869565217	10.267775863	1016	2018
1.56181502342	2	22.3777777778	12.6934609393	77.0	9.0	22.3777777778	12.6934609393	1007	3025
1.84402012825	3	29.4705882353	22.5860905845	126.0	10.0	29.4705882353	22.5860905845	1002	4027
2.1777639389	4	24.2619047619	11.2547546012	62.0	8.0	24.2619047619	11.2547546012	1019	5046
2.46754407883	5	30.6363636364	18.4272824446	103.0	11.0	30.6363636364	18.4272824446	1011	6057
2.76662302017	6	43.8333333333	22.9649491375	90.0	10.0	43.8333333333	22.9649491375	1052	7109
3.04567694664	7	30.9090909091	16.1477339368	78.0	10.0	30.9090909091	16.1477339368	1020	8129
3.3622610569	8	40.3703703704	31.9225313998	156.0	13.0	40.3703703704	31.9225313998	1090	9219
3.6699590683	9	29.9117647059	14.5346799213	61.0	12.0	29.9117647059	14.5346799213	1017	10236
3.94997096062	10	40.24	25.3602523647	122.0	12.0	40.24	25.3602523647	1006	11242
4.27501893044	11	54.6842105263	33.479062792	133.0	17.0	54.6842105263	33.479062792	1039	12281
4.58134412766	12	44.7826086957	34.9670111885	187.0	11.0	44.7826086957	34.9670111885	1030	13311
4.90272212029	13	42.32	25.7460210518	120.0	13.0	42.32	25.7460210518	1058	14369
5.21219491959	14	53.5263157895	27.6488667723	111.0	17.0	53.5263157895	27.6488667723	1017	15386
5.58123803139	15	47.3636363636	26.6961785732	125.0	13.0	47.3636363636	26.6961785732	1042	16428
5.89454698563	16	57.8888888889	24.1082947664	120.0	22.0	57.8888888889	24.1082947664	1042	17470
6.22874212265	17	60.9411764706	32.9892506347	162.0	17.0	60.9411764706	32.9892506347	1036	18506
6.59363102913	18	50.65	23.7029006664	108.0	13.0	50.65	23.7029006664	1013	19519
6.92549204826	19	66.8	41.6416458208	155.0	14.0	66.8	41.6416458208	1002	20521
7.25337100029	20	53.8421052632	30.4497224219	127.0	14.0	53.8421052632	30.4497224219	1023	21544
7.58899903297	21	56.7894736842	29.1954916263	131.0	17.0	56.7894736842	29.1954916263	1079	22623
7.89141702652	22	62.1764705882	34.4336280471	149.0	19.0	62.1764705882	34.4336280471	1057	23680
8.19273996353	23	63.875	31.2207362982	149.0	21.0	63.875	31.2207362982	1022	24702
8.52081108093	24	72.5714285714	48.5955822297	200.0	17.0	72.5714285714	48.5955822297	1016	25718
8.87046813965	25	71.1333333333	28.5186878302	122.0	17.0	71.1333333333	28.5186878302	1067	26785
9.18713212013	26	63.2777777778	37.8591036396	154.0	24.0	63.2777777778	37.8591036396	1139	27924
9.4705491066	27	87.4166666667	49.268749956	200.0	35.0	87.4166666667	49.268749956	1049	28973
9.77480602264	28	73.7142857143	49.3694940097	185.0	28.0	73.7142857143	49.3694940097	1032	30005
10.1004531384	29	92.6666666667	35.2309838384	167.0	50.0	92.6666666667	35.2309838384	1112	31117
10.4035079479	30	78.8461538462	44.5332134546	176.0	31.0	78.8461538462	44.5332134546	1025	32142
10.739579916	31	73.1428571429	43.8697050413	189.0	20.0	73.1428571429	43.8697050413	1024	33166
11.0188851357	32	95.6363636364	50.8442769234	200.0	23.0	95.6363636364	50.8442769234	1052	34218
11.3264970779	33	84.9166666667	39.8590398223	144.0	23.0	84.9166666667	39.8590398223	1019	35237
11.6734690666	34	82.4615384615	33.3550028184	133.0	18.0	82.4615384615	33.3550028184	1072	36309
11.9964120388	35	91.4545454545	47.8337340765	200.0	46.0	91.4545454545	47.8337340765	1006	37315
12.3379170895	36	106.272727273	43.6766859155	200.0	37.0	106.272727273	43.6766859155	1169	38484
12.7279031277	37	114.5	59.4461941591	200.0	36.0	114.5	59.4461941591	1145	39629
13.0627810955	38	91.0	40.4351332383	166.0	40.0	91.0	40.4351332383	1092	40721
13.4641110897	39	125.0	41.949705336	188.0	76.0	125.0	41.949705336	1125	41846
13.8149409294	40	127.777777778	54.0509590372	200.0	47.0	127.777777778	54.0509590372	1150	42996
14.1251609325	41	104.272727273	51.9756777193	200.0	37.0	104.272727273	51.9756777193	1147	44143
