Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
17.7591359615	50	138.125	59.3431493519	200.0	39.0	138.125	59.3431493519	1105	53184
18.1392531395	51	119.6	57.4946954075	200.0	51.0	119.6	57.4946954075	1196	54380
18.4994981289	52	126.75	33.7481480973	176.0	71.0	126.75	33.7481480973	1014	55394
18.8037030697	53	125.5	54.1848687366	200.0	42.0	125.5	54.1848687366	1004	56398
19.0992360115	54	126.125	44.3380127543	200.0	56.0	126.125	44.3380127543	1009	57407
19.4480910301	55	139.125	48.596392613	200.0	42.0	139.125	48.596392613	1113	58520
19.756788969	56	179.0	40.2285139339	200.0	90.0	179.0	40.2285139339	1074	59594
20.0915591717	57	131.75	30.1693138802	161.0	70.0	131.75	30.1693138802	1054	60648
20.3833751678	58	138.375	37.6129548826	200.0	82.0	138.375	37.6129548826	1107	61755
20.7365870476	59	137.75	50.3804277473	200.0	53.0	137.75	50.3804277473	1102	62857
21.0708611012	60	149.25	55.3347765876	200.0	56.0	149.25	55.3347765876	1194	64051
21.4145200253	61	177.333333333	30.3296701085	200.0	133.0	177.333333333	30.3296701085	1064	65115
21.730672121	62	164.857142857	40.5513028553	200.0	81.0	164.857142857	40.5513028553	1154	66269
22.0847671032	63	164.142857143	39.8010357777	200.0	104.0	164.142857143	39.8010357777	1149	67418
22.4379501343	64	157.428571429	38.5888849388	200.0	103.0	157.428571429	38.5888849388	1102	68520
22.7584769726	65	169.5	40.1154583671	200.0	96.0	169.5	40.1154583671	1017	69537
23.1361701488	66	191.333333333	15.3478192443	200.0	158.0	191.333333333	15.3478192443	1148	70685
23.5175740719	67	196.0	8.94427191	200.0	176.0	196.0	8.94427191	1176	71861
23.8389880657	68	144.0	46.6323002711	200.0	89.0	144.0	46.6323002711	1008	72869
24.1519589424	69	185.833333333	24.1965332687	200.0	134.0	185.833333333	24.1965332687	1115	73984
24.5310180187	70	198.5	3.35410196625	200.0	191.0	198.5	3.35410196625	1191	75175
24.8357851505	71	175.166666667	29.5319977125	200.0	121.0	175.166666667	29.5319977125	1051	76226
25.1622731686	72	188.166666667	18.7119985274	200.0	150.0	188.166666667	18.7119985274	1129	77355
25.5291490555	73	184.833333333	21.0983148353	200.0	155.0	184.833333333	21.0983148353	1109	78464
25.8762431145	74	196.5	7.82623792125	200.0	179.0	196.5	7.82623792125	1179	79643
26.2176611423	75	200.0	0.0	200.0	200.0	200.0	0.0	1200	80843
26.5930640697	76	190.166666667	13.1201710693	200.0	166.0	190.166666667	13.1201710693	1141	81984
26.9056220055	77	170.833333333	32.3955586805	200.0	122.0	170.833333333	32.3955586805	1025	83009
27.2730090618	78	186.666666667	29.8142397	200.0	120.0	186.666666667	29.8142397	1120	84129
27.6231679916	79	200.0	0.0	200.0	200.0	200.0	0.0	1200	85329
27.9760069847	80	200.0	0.0	200.0	200.0	200.0	0.0	1200	86529
28.3206570148	81	193.5	14.5344418537	200.0	161.0	193.5	14.5344418537	1161	87690
28.6508049965	82	177.166666667	45.8999515855	200.0	75.0	177.166666667	45.8999515855	1063	88753
29.0283310413	83	200.0	0.0	200.0	200.0	200.0	0.0	1200	89953
29.4167230129	84	197.333333333	5.96284794	200.0	184.0	197.333333333	5.96284794	1184	91137
29.7750389576	85	200.0	0.0	200.0	200.0	200.0	0.0	1200	92337
30.1183521748	86	198.5	3.35410196625	200.0	191.0	198.5	3.35410196625	1191	93528
30.4603071213	87	191.666666667	14.6249406457	200.0	160.0	191.666666667	14.6249406457	1150	94678
30.8197441101	88	200.0	0.0	200.0	200.0	200.0	0.0	1200	95878
31.171487093	89	197.666666667	5.2174919475	200.0	186.0	197.666666667	5.2174919475	1186	97064
31.5645949841	90	200.0	0.0	200.0	200.0	200.0	0.0	1200	98264
31.9177980423	91	198.666666667	2.98142397	200.0	192.0	198.666666667	2.98142397	1192	99456
32.3706800938	92	200.0	0.0	200.0	200.0	200.0	0.0	1200	100656
32.7212591171	93	198.333333333	3.7267799625	200.0	190.0	198.333333333	3.7267799625	1190	101846
33.1117441654	94	200.0	0.0	200.0	200.0	200.0	0.0	1200	103046
33.4689171314	95	200.0	0.0	200.0	200.0	200.0	0.0	1200	104246
33.8554151058	96	198.333333333	3.7267799625	200.0	190.0	198.333333333	3.7267799625	1190	105436
34.3158380985	97	191.333333333	19.379255805	200.0	148.0	191.333333333	19.379255805	1148	106584
34.6192150116	98	180.166666667	30.4434813311	200.0	120.0	180.166666667	30.4434813311	1081	107665
34.9765219688	99	186.333333333	30.5595956925	200.0	118.0	186.333333333	30.5595956925	1118	108783
