Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
18.4786679745	53	159.142857143	49.2643846185	200.0	79.0	159.142857143	49.2643846185	1114	56507
18.8238711357	54	183.0	28.3431355593	200.0	123.0	183.0	28.3431355593	1098	57605
19.1533770561	55	169.166666667	32.9717892886	200.0	115.0	169.166666667	32.9717892886	1015	58620
19.4968550205	56	181.166666667	37.8171771671	200.0	97.0	181.166666667	37.8171771671	1087	59707
19.8912510872	57	196.0	6.11010092661	200.0	184.0	196.0	6.11010092661	1176	60883
20.2366070747	58	194.833333333	11.5530178837	200.0	169.0	194.833333333	11.5530178837	1169	62052
20.5981631279	59	192.333333333	14.6249406457	200.0	160.0	192.333333333	14.6249406457	1154	63206
20.9811689854	60	198.166666667	2.96741563579	200.0	192.0	198.166666667	2.96741563579	1189	64395
21.2984819412	61	170.714285714	35.0212763319	200.0	112.0	170.714285714	35.0212763319	1195	65590
21.6721329689	62	189.833333333	22.7333577712	200.0	139.0	189.833333333	22.7333577712	1139	66729
22.0342650414	63	179.5	30.8963320369	200.0	120.0	179.5	30.8963320369	1077	67806
22.4864768982	64	165.714285714	52.6517243937	200.0	48.0	165.714285714	52.6517243937	1160	68966
22.8493099213	65	184.333333333	35.0317316475	200.0	106.0	184.333333333	35.0317316475	1106	70072
23.2250339985	66	200.0	0.0	200.0	200.0	200.0	0.0	1200	71272
23.5274538994	67	169.5	59.704131627	200.0	37.0	169.5	59.704131627	1017	72289
23.8672320843	68	189.5	23.4787137637	200.0	137.0	189.5	23.4787137637	1137	73426
24.1988940239	69	199.5	1.11803398875	200.0	197.0	199.5	1.11803398875	1197	74623
24.5441241264	70	200.0	0.0	200.0	200.0	200.0	0.0	1200	75823
24.879997015	71	171.166666667	34.7343090074	200.0	121.0	171.166666667	34.7343090074	1027	76850
25.2337310314	72	189.0	16.0727512683	200.0	160.0	189.0	16.0727512683	1134	77984
25.6356759071	73	193.666666667	12.0646407139	200.0	167.0	193.666666667	12.0646407139	1162	79146
25.9728620052	74	183.166666667	37.6404776212	200.0	99.0	183.166666667	37.6404776212	1099	80245
26.3414280415	75	195.166666667	7.79779171019	200.0	179.0	195.166666667	7.79779171019	1171	81416
26.6814041138	76	181.166666667	27.0210823042	200.0	130.0	181.166666667	27.0210823042	1087	82503
27.0441291332	77	200.0	0.0	200.0	200.0	200.0	0.0	1200	83703
27.3889160156	78	174.166666667	42.1758883197	200.0	86.0	174.166666667	42.1758883197	1045	84748
27.7752389908	79	200.0	0.0	200.0	200.0	200.0	0.0	1200	85948
28.1372609138	80	200.0	0.0	200.0	200.0	200.0	0.0	1200	87148
28.5097329617	81	200.0	0.0	200.0	200.0	200.0	0.0	1200	88348
28.8758869171	82	200.0	0.0	200.0	200.0	200.0	0.0	1200	89548
29.2568430901	83	200.0	0.0	200.0	200.0	200.0	0.0	1200	90748
29.6719090939	84	200.0	0.0	200.0	200.0	200.0	0.0	1200	91948
30.0816390514	85	200.0	0.0	200.0	200.0	200.0	0.0	1200	93148
30.4566290379	86	194.333333333	9.24962461701	200.0	175.0	194.333333333	9.24962461701	1166	94314
30.8408479691	87	200.0	0.0	200.0	200.0	200.0	0.0	1200	95514
31.2263491154	88	200.0	0.0	200.0	200.0	200.0	0.0	1200	96714
31.6083800793	89	200.0	0.0	200.0	200.0	200.0	0.0	1200	97914
31.9656429291	90	200.0	0.0	200.0	200.0	200.0	0.0	1200	99114
32.3084919453	91	200.0	0.0	200.0	200.0	200.0	0.0	1200	100314
32.6549770832	92	187.666666667	27.5781717225	200.0	126.0	187.666666667	27.5781717225	1126	101440
33.003729105	93	200.0	0.0	200.0	200.0	200.0	0.0	1200	102640
33.3365430832	94	200.0	0.0	200.0	200.0	200.0	0.0	1200	103840
33.7268600464	95	182.5	23.7749868559	200.0	133.0	182.5	23.7749868559	1095	104935
34.0743970871	96	196.5	7.82623792125	200.0	179.0	196.5	7.82623792125	1179	106114
34.4794580936	97	200.0	0.0	200.0	200.0	200.0	0.0	1200	107314
34.8376309872	98	196.5	7.82623792125	200.0	179.0	196.5	7.82623792125	1179	108493
35.2125000954	99	188.833333333	24.9694257487	200.0	133.0	188.833333333	24.9694257487	1133	109626
