Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
27.5769710541	79	173.0	57.2654637049	200.0	45.0	173.0	57.2654637049	1038	85952
27.9340620041	80	195.833333333	9.31694990625	200.0	175.0	195.833333333	9.31694990625	1175	87127
28.3057370186	81	186.333333333	30.5595956925	200.0	118.0	186.333333333	30.5595956925	1118	88245
28.6661219597	82	200.0	0.0	200.0	200.0	200.0	0.0	1200	89445
29.0229699612	83	196.333333333	6.94422221867	200.0	181.0	196.333333333	6.94422221867	1178	90623
29.4040811062	84	200.0	0.0	200.0	200.0	200.0	0.0	1200	91823
29.799571991	85	200.0	0.0	200.0	200.0	200.0	0.0	1200	93023
30.1794819832	86	200.0	0.0	200.0	200.0	200.0	0.0	1200	94223
30.5836219788	87	200.0	0.0	200.0	200.0	200.0	0.0	1200	95423
30.9247031212	88	200.0	0.0	200.0	200.0	200.0	0.0	1200	96623
31.2839500904	89	200.0	0.0	200.0	200.0	200.0	0.0	1200	97823
31.6643891335	90	200.0	0.0	200.0	200.0	200.0	0.0	1200	99023
32.0383679867	91	200.0	0.0	200.0	200.0	200.0	0.0	1200	100223
32.4135401249	92	195.0	11.1803398875	200.0	170.0	195.0	11.1803398875	1170	101393
33.6161170006	93	200.0	0.0	200.0	200.0	200.0	0.0	1200	102593
33.9383161068	94	200.0	0.0	200.0	200.0	200.0	0.0	1200	103793
34.3499519825	95	200.0	0.0	200.0	200.0	200.0	0.0	1200	104993
34.775135994	96	200.0	0.0	200.0	200.0	200.0	0.0	1200	106193
35.1911020279	97	197.5	4.3874821937	200.0	188.0	197.5	4.3874821937	1185	107378
35.5667309761	98	200.0	0.0	200.0	200.0	200.0	0.0	1200	108578
35.8867080212	99	200.0	0.0	200.0	200.0	200.0	0.0	1200	109778
